Tahun,Provinsi,Kelompok Ikan,Hasil Tangkapan / Catch (Ton),Nilai (Rp. Juta),Effort (kapal),CPUE (Ton/Trip),C_MSY,E_MSY,TP_C,TP_E,Status
2022,ACEH,CAKALANG,39716.13,1017845,29226,1.358931430917676,119279.7606260097,287853.9638280055,33.29662114642075,10.15306498174981,Underfishing
2022,ACEH,MARLIN,1130.36,30624,29226,0.03867652090604256,5145.194892289755,308283.3112478088,21.96923583388225,9.480240718092952,Underfishing
2022,ACEH,TENGGIRI,8296.89,443092,29226,0.2838872921371381,45836.05364986922,323124.1115375772,18.10123110374637,9.044821774806245,Underfishing
2022,ACEH,TONGKOL,53428.04,1194927,29226,1.828099637309245,140680.4809856748,369573.9649557874,37.97828925921888,7.908024582710079,Underfishing
2022,ACEH,TUNA,23418.57,883957,29226,0.8012923424348183,103635.2116050751,292761.4244455092,22.59711698109099,9.982872591685913,Underfishing
2022,BALI,CAKALANG,7834.32,161338,29129,0.268952590202204,119279.7606260097,287853.9638280055,6.568021229153671,10.11936733912921,Underfishing
2022,BALI,MARLIN,842.73,19392,29129,0.02893096227127605,5145.194892289755,308283.3112478088,16.37897140228563,9.448776154017983,Underfishing
2022,BALI,TENGGIRI,819.0,24646,29129,0.0281163102063236,45836.05364986922,323124.1115375772,1.786803039930417,9.014802349905258,Underfishing
2022,BALI,TONGKOL,28404.52,501283,29129,0.9751285660338495,140680.4809856748,369573.9649557874,20.1908038705756,7.881778145136586,Underfishing
2022,BALI,TUNA,15310.14,439391,29129,0.5255978578049366,103635.2116050751,292761.4244455092,14.77310632446304,9.949739811237219,Underfishing
2022,BANTEN,CAKALANG,2271.99,42674,17252,0.1316942963134709,119279.7606260097,287853.9638280055,1.904757343639888,5.993316809181816,Underfishing
2022,BANTEN,MARLIN,59.05,1310,17252,0.003422791560398794,5145.194892289755,308283.3112478088,1.147672755574106,5.596151128055142,Underfishing
2022,BANTEN,TENGGIRI,2025.49,123387,17252,0.1174060978437283,45836.05364986922,323124.1115375772,4.418988631683346,5.339124931874267,Underfishing
2022,BANTEN,TONGKOL,5858.19,138314,17252,0.3395658474379782,140680.4809856748,369573.9649557874,4.164181099577365,4.668077742452415,Underfishing
2022,BANTEN,TUNA,1120.64,37071,17252,0.06495710642244377,103635.2116050751,292761.4244455092,1.081331318423363,5.892852869081139,Underfishing
2022,BENGKULU,CAKALANG,2092.18,50030,9304,0.2248688736027515,119279.7606260097,287853.9638280055,1.754010897590439,3.232194504557594,Underfishing
2022,BENGKULU,MARLIN,1007.8,32318,9304,0.1083190025795357,5145.194892289755,308283.3112478088,19.58720750326138,3.018003135603121,Underfishing
2022,BENGKULU,TENGGIRI,3546.57,119416,9304,0.3811876612209802,45836.05364986922,323124.1115375772,7.737511669506739,2.879388961636806,Underfishing
2022,BENGKULU,TONGKOL,6421.38,132982,9304,0.6901741186586414,140680.4809856748,369573.9649557874,4.564513822392941,2.517493352409997,Underfishing
2022,BENGKULU,TUNA,2145.45,53832,9304,0.2305943680137575,103635.2116050751,292761.4244455092,2.070194065097982,3.178014322625256,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,856.3,17120,1201,0.7129891756869275,119279.7606260097,287853.9638280055,0.7178921180809934,0.4172254514159147,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,MARLIN,7.46,224,1201,0.006211490424646128,5145.194892289755,308283.3112478088,0.1449896487143579,0.3895767160209962,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,45.92,2015,1201,0.03823480432972523,45836.05364986922,323124.1115375772,0.1001831448029362,0.3716838072792136,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,201.33,3560,1201,0.1676353039134055,140680.4809856748,369573.9649557874,0.1431115379968746,0.3249687786161228,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,TUNA,371.35,11140,1201,0.3092006661115737,103635.2116050751,292761.4244455092,0.3583241586026875,0.410231642462697,Underfishing
2022,DKI JAKARTA,CAKALANG,68967.8,971257,5913,11.66375782174869,119279.7606260097,287853.9638280055,57.82020322478844,2.054166606346631,Uncertain
2022,DKI JAKARTA,MARLIN,326.29,11981,5913,0.05518180280737359,5145.194892289755,308283.3112478088,6.341645104424644,1.918040900776145,Underfishing
2022,DKI JAKARTA,TENGGIRI,2010.39,86298,5913,0.3399949264332826,45836.05364986922,323124.1115375772,4.386045132412346,1.829947004531216,Underfishing
2022,DKI JAKARTA,TONGKOL,7287.73,162141,5913,1.23249281244715,140680.4809856748,369573.9649557874,5.180341969929782,1.599950364660395,Underfishing
2022,DKI JAKARTA,TUNA,38295.6,1336388,5913,6.476509386098427,103635.2116050751,292761.4244455092,36.9523055020468,2.019733307145651,Underfishing
2022,GORONTALO,CAKALANG,15349.72,269188,15454,0.9932522324317329,119279.7606260097,287853.9638280055,12.86867102972111,5.368694526379306,Underfishing
2022,GORONTALO,MARLIN,0.53,17,15454,3.429532807040249e-05,5145.194892289755,308283.3112478088,0.01030087316603347,5.012921373345942,Underfishing
2022,GORONTALO,TENGGIRI,1192.57,35762,15454,0.07716901773003752,45836.05364986922,323124.1115375772,2.601816485140192,4.782682396080739,Underfishing
2022,GORONTALO,TONGKOL,9040.07,148396,15454,0.5849663517535912,140680.4809856748,369573.9649557874,6.425958979284789,4.181571610935522,Underfishing
2022,GORONTALO,TUNA,27942.27,1376390,15454,1.808093050342953,103635.2116050751,292761.4244455092,26.96213918728724,5.278700918083696,Underfishing
2022,JAMBI,TENGGIRI,899.6,25887,11850,0.07591561181434599,45836.05364986922,323124.1115375772,1.962647148621982,3.667321495635872,Underfishing
2022,JAWA BARAT,CAKALANG,1256.2,21870,33306,0.03771692788086231,119279.7606260097,287853.9638280055,1.053154360309873,11.57045036208031,Underfishing
2022,JAWA BARAT,MARLIN,101.01,4009,33306,0.003032786885245902,5145.194892289755,308283.3112478088,1.963190940568002,10.80369867093697,Underfishing
2022,JAWA BARAT,TENGGIRI,35856.27,1170382,33306,1.076570888128265,45836.05364986922,323124.1115375772,78.22721884806569,10.307494492291,Uncertain
2022,JAWA BARAT,TONGKOL,37110.73,428638,33306,1.11423557317,140680.4809856748,369573.9649557874,26.37944492369123,9.011998451780672,Underfishing
2022,JAWA BARAT,TUNA,1717.55,38620,33306,0.05156878640485198,103635.2116050751,292761.4244455092,1.657303510456566,11.3764988208681,Underfishing
2022,JAWA TENGAH,CAKALANG,6361.33,117445,83775,0.07593351238436287,119279.7606260097,287853.9638280055,5.333117677814045,29.10329907774209,Underfishing
2022,JAWA TENGAH,MARLIN,74.18,2551,83775,0.0008854670247687258,5145.194892289755,308283.3112478088,1.441733531049741,27.17467892144792,Underfishing
2022,JAWA TENGAH,TENGGIRI,3603.86,147371,83775,0.04301832288868995,45836.05364986922,323124.1115375772,7.862500614754131,25.9265703204131,Underfishing
2022,JAWA TENGAH,TONGKOL,9724.63,158600,83775,0.1160803342285885,140680.4809856748,369573.9649557874,6.912565220039473,22.6679928630855,Underfishing
2022,JAWA TENGAH,TUNA,8940.92,359307,83775,0.1067253954043569,103635.2116050751,292761.4244455092,8.627299410620548,28.61545033081801,Underfishing
2022,JAWA TIMUR,CAKALANG,10608.75,194546,76960,0.1378475831600832,119279.7606260097,287853.9638280055,8.894006782309633,26.73577913486162,Underfishing
2022,JAWA TIMUR,MARLIN,697.32,18829,76960,0.009060810810810812,5145.194892289755,308283.3112478088,13.55283938894049,24.9640500124695,Underfishing
2022,JAWA TIMUR,TENGGIRI,6361.55,222031,76960,0.08266047297297298,45836.05364986922,323124.1115375772,13.87892170777698,23.81747361216343,Underfishing
2022,JAWA TIMUR,TONGKOL,80816.38,1629460,76960,1.050108887733888,140680.4809856748,369573.9649557874,57.44676122356262,20.8239776871747,Uncertain
2022,JAWA TIMUR,TUNA,10450.4,299955,76960,0.1357900207900208,103635.2116050751,292761.4244455092,10.08383139103683,26.28761632300512,Underfishing
2022,KALIMANTAN BARAT,CAKALANG,2.89,52,33659,8.586113669449479e-05,119279.7606260097,287853.9638280055,0.002422875418958392,11.6930819893491,Underfishing
2022,KALIMANTAN BARAT,MARLIN,25.85,310,33659,0.0007679966725095814,5145.194892289755,308283.3112478088,0.5024105119659721,10.91820373401391,Underfishing
2022,KALIMANTAN BARAT,TENGGIRI,8820.85,356617,33659,0.26206512374105,45836.05364986922,323124.1115375772,19.24434871156315,10.41674044064201,Underfishing
2022,KALIMANTAN BARAT,TONGKOL,9278.59,217140,33659,0.2756644582429662,140680.4809856748,369573.9649557874,6.595506309752253,9.10751383800173,Underfishing
2022,KALIMANTAN SELATAN,CAKALANG,703.13,24060,52904,0.01329067745350068,119279.7606260097,287853.9638280055,0.5894797208761987,18.37876376495216,Underfishing
2022,KALIMANTAN SELATAN,TENGGIRI,3682.57,176441,52904,0.06960853621654317,45836.05364986922,323124.1115375772,8.034221331815086,16.372656236719,Underfishing
2022,KALIMANTAN SELATAN,TONGKOL,10473.57,303331,52904,0.1979731211250567,140680.4809856748,369573.9649557874,7.444934739074784,14.31486116894868,Underfishing
2022,KALIMANTAN TENGAH,MARLIN,3.39,119,42480,7.980225988700565e-05,5145.194892289755,308283.3112478088,0.06588671704311974,13.77953280314065,Underfishing
2022,KALIMANTAN TENGAH,TENGGIRI,2925.24,121762,42480,0.06886158192090396,45836.05364986922,323124.1115375772,6.381963033609344,13.14665123498834,Underfishing
2022,KALIMANTAN TENGAH,TONGKOL,1115.55,52294,42480,0.02626059322033898,140680.4809856748,369573.9649557874,0.7929671495177744,11.49431616620558,Underfishing
2022,KALIMANTAN TIMUR,CAKALANG,2763.16,85973,64580,0.04278662124496748,119279.7606260097,287853.9638280055,2.316537177387222,22.43498722101563,Underfishing
2022,KALIMANTAN TIMUR,MARLIN,0.15,3,64580,2.322700526478786e-06,5145.194892289755,308283.3112478088,0.002915341462084944,20.94826338104574,Underfishing
2022,KALIMANTAN TIMUR,TENGGIRI,3899.75,178086,64580,0.0603863425209043,45836.05364986922,323124.1115375772,8.508040482257197,19.98612845469744,Underfishing
2022,KALIMANTAN TIMUR,TONGKOL,8820.63,248548,64580,0.1365845462991638,140680.4809856748,369573.9649557874,6.269974297925655,17.47417462367128,Underfishing
2022,KALIMANTAN TIMUR,TUNA,2375.72,92248,64580,0.03678724063177454,103635.2116050751,292761.4244455092,2.292386885890876,22.05891712759448,Underfishing
2022,KALIMANTAN UTARA,CAKALANG,151.33,4540,12014,0.01259613783918762,119279.7606260097,287853.9638280055,0.1268698052425514,4.173644107669276,Underfishing
2022,KALIMANTAN UTARA,TENGGIRI,692.13,25251,12014,0.05761028799733644,45836.05364986922,323124.1115375772,1.510012195393211,3.718075987221044,Underfishing
2022,KALIMANTAN UTARA,TONGKOL,40.29,766,12014,0.00335358748127185,140680.4809856748,369573.9649557874,0.02863936753536025,3.250770113483846,Underfishing
2022,KALIMANTAN UTARA,TUNA,151.38,3784,12014,0.01260029965040786,103635.2116050751,292761.4244455092,0.1460700447805974,4.103682724851658,Underfishing
2022,KEP. BANGKA BELITUNG,TENGGIRI,14134.78,891233,21558,0.6556628629743019,45836.05364986922,323124.1115375772,30.8376897103146,6.671739814592247,Underfishing
2022,KEP. BANGKA BELITUNG,TONGKOL,7177.79,180732,21558,0.3329525002319325,140680.4809856748,369573.9649557874,5.102193246503685,5.833203105250937,Underfishing
2022,KEPULAUAN RIAU,MARLIN,147.0,2352,42148,0.003487709974376009,5145.194892289755,308283.3112478088,2.857034632843245,13.67183965599746,Underfishing
2022,KEPULAUAN RIAU,TENGGIRI,24497.61,963779,42148,0.5812282907848534,45836.05364986922,323124.1115375772,53.44615875339412,13.04390433738909,Uncertain
2022,KEPULAUAN RIAU,TONGKOL,22992.98,432206,42148,0.5455295624940685,140680.4809856748,369573.9649557874,16.34411528799175,11.40448299842826,Underfishing
2022,LAMPUNG,CAKALANG,85.94,2452,11885,0.007230963399242743,119279.7606260097,287853.9638280055,0.07204910501912949,4.128829716967649,Underfishing
2022,LAMPUNG,MARLIN,1658.25,81296,11885,0.1395246108540177,5145.194892289755,308283.3112478088,32.22909986334906,3.855220041556653,Underfishing
2022,LAMPUNG,TENGGIRI,9606.45,348108,11885,0.8082835506941524,45836.05364986922,323124.1115375772,20.95828334913255,3.678153246888805,Underfishing
2022,LAMPUNG,TONGKOL,9790.85,199532,11885,0.8237989061842659,140680.4809856748,369573.9649557874,6.959636426745643,3.215865057329408,Underfishing
2022,LAMPUNG,TUNA,45.46,2040,11885,0.003824989482541018,103635.2116050751,292761.4244455092,0.04386539989249542,4.059619542605456,Underfishing
2022,MALUKU,CAKALANG,24106.91,589536,64591,0.3732239785728662,119279.7606260097,287853.9638280055,20.21039434811151,22.43880860316848,Underfishing
2022,MALUKU,MARLIN,479.25,9289,64591,0.007419764363456209,5145.194892289755,308283.3112478088,9.314515971361397,20.95183152748723,Underfishing
2022,MALUKU,TENGGIRI,32977.6,1041929,64591,0.5105602947779102,45836.05364986922,323124.1115375772,71.94685705691003,19.98953271937693,Uncertain
2022,MALUKU,TONGKOL,80533.49,1852073,64591,1.246822157885774,140680.4809856748,369573.9649557874,57.24567433644228,17.47715102380848,Uncertain
2022,MALUKU,TUNA,33316.43,1102649,64591,0.515806072053382,103635.2116050751,292761.4244455092,32.14778981390962,22.06267445321237,Underfishing
2022,MALUKU UTARA,CAKALANG,29942.93,610843,23264,1.287092933287483,119279.7606260097,287853.9638280055,25.10311040435703,8.081875854904114,Underfishing
2022,MALUKU UTARA,MARLIN,0.75,18,23264,3.223865199449793e-05,5145.194892289755,308283.3112478088,0.01457670731042472,7.546305346804709,Underfishing
2022,MALUKU UTARA,TENGGIRI,4910.98,134976,23264,0.211097833562586,45836.05364986922,323124.1115375772,10.7142295397283,7.199710318520921,Underfishing
2022,MALUKU UTARA,TONGKOL,35036.84,706754,23264,1.506053988995873,140680.4809856748,369573.9649557874,24.9052603136662,6.294815708347611,Underfishing
2022,MALUKU UTARA,TUNA,20174.84,428868,23264,0.8672128610729023,103635.2116050751,292761.4244455092,19.46716727600335,7.946402106787828,Underfishing
2022,NUSA TENGGARA BARAT,CAKALANG,13906.31,296729,34176,0.4069027972846442,119279.7606260097,287853.9638280055,11.65856632090494,11.87268695053314,Underfishing
2022,NUSA TENGGARA BARAT,MARLIN,46.64,1417,34176,0.001364700374531835,5145.194892289755,308283.3112478088,0.9064768386109453,11.085906616764,Underfishing
2022,NUSA TENGGARA BARAT,TENGGIRI,4736.03,167620,34176,0.138577656835206,45836.05364986922,323124.1115375772,10.33254310281032,10.57674088057819,Underfishing
2022,NUSA TENGGARA BARAT,TONGKOL,22401.63,290996,34176,0.6554784058988764,140680.4809856748,369573.9649557874,15.92376557362006,9.247404644450135,Underfishing
2022,NUSA TENGGARA BARAT,TUNA,9687.48,308314,34176,0.2834585674157303,103635.2116050751,292761.4244455092,9.347672330632456,11.67366911973783,Underfishing
2022,NUSA TENGGARA TIMUR,CAKALANG,8712.74,226677,30013,0.2902988704894546,119279.7606260097,287853.9638280055,7.304457985389461,10.42646750486748,Underfishing
2022,NUSA TENGGARA TIMUR,MARLIN,3.04,120,30013,0.0001012894412421284,5145.194892289755,308283.3112478088,0.05908425363158821,9.735525377134188,Underfishing
2022,NUSA TENGGARA TIMUR,TENGGIRI,3112.35,77949,30013,0.1037000633059008,45836.05364986922,323124.1115375772,6.790178805039601,9.288381438693621,Underfishing
2022,NUSA TENGGARA TIMUR,TONGKOL,11744.08,246373,30013,0.3912997700996235,140680.4809856748,369573.9649557874,8.348052208604457,8.120972483435215,Underfishing
2022,NUSA TENGGARA TIMUR,TUNA,6807.84,240449,30013,0.2268297071269117,103635.2116050751,292761.4244455092,6.569041443117597,10.25169216089336,Underfishing
2022,PAPUA,CAKALANG,17627.91,573816,17666,0.997843880901166,119279.7606260097,287853.9638280055,14.7786262375816,6.137139737480058,Underfishing
2022,PAPUA,MARLIN,252.9,8852,17666,0.01431563455224726,5145.194892289755,308283.3112478088,4.915265705075216,5.730443185034904,Underfishing
2022,PAPUA,TENGGIRI,19835.43,891416,17666,1.122802558587116,45836.05364986922,323124.1115375772,43.27473336059462,5.467249075266102,Underfishing
2022,PAPUA,TONGKOL,6716.3,184596,17666,0.3801822710290955,140680.4809856748,369573.9649557874,4.774152002425913,4.780098620343401,Underfishing
2022,PAPUA,TUNA,27422.16,1441489,17666,1.552256311558927,103635.2116050751,292761.4244455092,26.46027308218196,6.03426494233639,Underfishing
2022,PAPUA BARAT,CAKALANG,4814.03,147200,11358,0.4238448670540588,119279.7606260097,287853.9638280055,4.035915208694902,3.945750772008293,Underfishing
2022,PAPUA BARAT,TENGGIRI,8625.42,589655,11358,0.7594136291600634,45836.05364986922,323124.1115375772,18.81798129020344,3.515058020880357,Underfishing
2022,PAPUA BARAT,TONGKOL,24916.46,803041,11358,2.193736573340377,140680.4809856748,369573.9649557874,17.71138385753542,3.073268432574457,Underfishing
2022,PAPUA BARAT,TUNA,10879.1,454133,11358,0.9578358865997535,103635.2116050751,292761.4244455092,10.49749388408374,3.879609488002758,Underfishing
2022,RIAU,MARLIN,9.15,732,28426,0.0003218884120171674,5145.194892289755,308283.3112478088,0.1778358291871816,9.220739158711773,Underfishing
2022,RIAU,TENGGIRI,1435.67,56142,28426,0.05050552311264336,45836.05364986922,323124.1115375772,3.132185006516364,8.79723888902492,Underfishing
2022,SULAWESI BARAT,CAKALANG,13535.74,401006,10997,1.230857506592707,119279.7606260097,287853.9638280055,11.3478933299003,3.820339957719246,Underfishing
2022,SULAWESI BARAT,MARLIN,820.1,24603,10997,0.0745748840592889,5145.194892289755,308283.3112478088,15.93914355370575,3.567173310643543,Underfishing
2022,SULAWESI BARAT,TENGGIRI,718.87,29044,10997,0.06536964626716377,45836.05364986922,323124.1115375772,1.568350551055896,3.403336243671534,Underfishing
2022,SULAWESI BARAT,TONGKOL,9454.83,245999,10997,0.8597644812221515,140680.4809856748,369573.9649557874,6.720783106337805,2.975588391708162,Underfishing
2022,SULAWESI BARAT,TUNA,4859.35,190778,10997,0.441879603528235,103635.2116050751,292761.4244455092,4.688898613453532,3.756300892724628,Underfishing
2022,SULAWESI SELATAN,CAKALANG,29855.79,868607,62591,0.4769981307216692,119279.7606260097,287853.9638280055,25.03005526110165,21.74401184810451,Underfishing
2022,SULAWESI SELATAN,MARLIN,571.07,16479,62591,0.009123835695227749,5145.194892289755,308283.3112478088,11.09909365835233,20.30307762903428,Underfishing
2022,SULAWESI SELATAN,TENGGIRI,13825.38,478776,62591,0.2208844722084645,45836.05364986922,323124.1115375772,30.16267522856311,19.37057550492361,Underfishing
2022,SULAWESI SELATAN,TONGKOL,37388.97,1147180,62591,0.5973537729066479,140680.4809856748,369573.9649557874,26.5772264482144,16.93598736249937,Underfishing
2022,SULAWESI SELATAN,TUNA,19909.94,793901,62591,0.3180958923806937,103635.2116050751,292761.4244455092,19.2115591714824,21.37952434086817,Underfishing
2022,SULAWESI TENGAH,CAKALANG,20993.08,408283,49851,0.4211165272512086,119279.7606260097,287853.9638280055,17.59986764713739,17.31815651834701,Underfishing
2022,SULAWESI TENGAH,MARLIN,496.01,12249,49851,0.009949850554652865,5145.194892289755,308283.3112478088,9.640256790725022,16.170515295889,Underfishing
2022,SULAWESI TENGAH,TENGGIRI,3866.59,109759,49851,0.07756293755391065,45836.05364986922,323124.1115375772,8.435695685182603,15.42781804885602,Underfishing
2022,SULAWESI TENGAH,TONGKOL,19864.15,354172,49851,0.3984704419169124,140680.4809856748,369573.9649557874,14.12004697511855,13.48877483996031,Underfishing
2022,SULAWESI TENGAH,TUNA,7379.96,251567,49851,0.1480403602736154,103635.2116050751,292761.4244455092,7.121093193810394,17.02785812523556,Underfishing
2022,SULAWESI TENGGARA,CAKALANG,23762.2,503659,54908,0.4327638959714432,119279.7606260097,287853.9638280055,19.92140148109796,19.07495011352627,Underfishing
2022,SULAWESI TENGGARA,MARLIN,666.96,17066,54908,0.01214686384497705,5145.194892289755,308283.3112478088,12.9627742770145,17.81088952812728,Underfishing
2022,SULAWESI TENGGARA,TENGGIRI,8713.69,316870,54908,0.1586961827056167,45836.05364986922,323124.1115375772,19.01055895117372,16.99285136560122,Underfishing
2022,SULAWESI TENGGARA,TONGKOL,18877.31,309112,54908,0.3437988999781453,140680.4809856748,369573.9649557874,13.41857084062873,14.85710715758041,Underfishing
2022,SULAWESI TENGGARA,TUNA,17713.72,473413,54908,0.3226072703431194,103635.2116050751,292761.4244455092,17.09237596532543,18.75520318429789,Underfishing
2022,SULAWESI UTARA,CAKALANG,105873.23,2645607,30140,3.51271499668215,119279.7606260097,287853.9638280055,88.7604313123627,10.47058709881405,Growth Overfishing
2022,SULAWESI UTARA,MARLIN,2733.81,148055,30140,0.09070371599203716,5145.194892289755,308283.3112478088,53.13326428308294,9.77672124968595,Uncertain
2022,SULAWESI UTARA,TENGGIRI,1370.63,47555,30140,0.04547544790975448,45836.05364986922,323124.1115375772,2.990287973894783,9.327685221811407,Underfishing
2022,SULAWESI UTARA,TONGKOL,36724.71,628630,30140,1.218470802919708,140680.4809856748,369573.9649557874,26.10505006998064,8.155336375928343,Underfishing
2022,SULAWESI UTARA,TUNA,57616.89,2641221,30140,1.91164200398142,103635.2116050751,292761.4244455092,55.59586274553278,10.29507219302722,Uncertain
2022,SUMATERA BARAT,CAKALANG,12311.91,364818,19443,0.6332309828730134,119279.7606260097,287853.9638280055,10.32187685101315,6.754466654354396,Underfishing
2022,SUMATERA BARAT,MARLIN,1790.53,52835,19443,0.09209124106362186,5145.194892289755,308283.3112478088,34.80004232071303,6.306861023810349,Underfishing
2022,SUMATERA BARAT,TENGGIRI,5336.89,250536,19443,0.2744890191842823,45836.05364986922,323124.1115375772,11.64343257115292,6.01719256030787,Underfishing
2022,SUMATERA BARAT,TONGKOL,24525.36,571947,19443,1.261397932417837,140680.4809856748,369573.9649557874,17.43337798404127,5.260922533416549,Underfishing
2022,SUMATERA BARAT,TUNA,5251.17,201518,19443,0.2700802345317081,103635.2116050751,292761.4244455092,5.066974746006933,6.641243817154219,Underfishing
2022,SUMATERA SELATAN,TENGGIRI,3642.79,158409,38881,0.09369074869473522,45836.05364986922,323124.1115375772,7.947433755589895,12.03283772757961,Underfishing
2022,SUMATERA UTARA,CAKALANG,10345.84,199131,58122,0.1780021334434465,119279.7606260097,287853.9638280055,8.67359218840017,20.19148849891407,Underfishing
2022,SUMATERA UTARA,MARLIN,2876.23,78420,58122,0.04948608100203021,5145.194892289755,308283.3112478088,55.90128382328386,18.85343704294117,Uncertain
2022,SUMATERA UTARA,TENGGIRI,11753.41,615115,58122,0.2022196414438595,45836.05364986922,323124.1115375772,25.6422817064085,17.98751560922769,Underfishing
2022,SUMATERA UTARA,TONGKOL,24309.11,716539,58122,0.4182428340387461,140680.4809856748,369573.9649557874,17.27966085250686,15.72675716130415,Underfishing
2022,SUMATERA UTARA,TUNA,2046.38,74654,58122,0.03520835483981969,103635.2116050751,292761.4244455092,1.974599142806968,19.85302541483503,Underfishing
2023,ACEH,CAKALANG,51067.89,1193523,27787,1.837833879152121,119279.7606260097,287853.9638280055,42.81354165365781,9.653158716481284,Underfishing
2023,ACEH,MARLIN,1503.61,50138,27787,0.05411199481772051,5145.194892289755,308283.3112478088,29.22357717203695,9.013462288156054,Underfishing
2023,ACEH,TENGGIRI,6988.29,493661,27787,0.2514949436786987,45836.05364986922,323124.1115375772,15.2462732795059,8.599482059007087,Underfishing
2023,ACEH,TUNA,19685.41,731801,27787,0.7084395580667219,103635.2116050751,292761.4244455092,18.99490500874897,9.491346085854255,Underfishing
2023,BALI,CAKALANG,8531.6,125690,29278,0.291399685770886,119279.7606260097,287853.9638280055,7.152596513628174,10.17112969738147,Underfishing
